sentence,frame,polarity,verb,veridicalitynorm
A particular person didn\'t beg to do a particular thing.,NP V to VP,negative,beg,-0.17072281
A particular person begged to do a particular thing.,NP V to VP,positive,beg,-0.17072281
A particular person was fuelled to do a particular thing.,NP was Ved to VP,positive,fuel,-0.17187737
A particular person wasn\'t fuelled to do a particular thing.,NP was Ved to VP,negative,fuel,-0.17187737
A particular person was consoled to do a particular thing.,NP was Ved to VP,positive,console,-0.17203207
A particular person wasn\'t consoled to do a particular thing.,NP was Ved to VP,negative,console,-0.17203207
A particular person wasn\'t preferred to have a particular thing.,NP was Ved to VP,negative,prefer,-0.1720653
A particular person was preferred to have a particular thing.,NP was Ved to VP,positive,prefer,-0.1720653
A particular person was scared to do a particular thing.,NP was Ved to VP,positive,scare,-0.17261975
A particular person wasn\'t scared to do a particular thing.,NP was Ved to VP,negative,scare,-0.17261975
Someone circulated that a particular thing happened,NP V that S,positive,circulate,-0.17350511
Someone didn\'t circulate that a particular thing happened,NP V that S,negative,circulate,-0.17350511
Someone didn\'t endorse a particular person to have a particular thing.,NP V NP to VP,negative,endorse,-0.17353003
Someone endorsed a particular person to have a particular thing.,NP V NP to VP,positive,endorse,-0.17353003
A particular person didn\'t appear to do a particular thing.,NP V to VP,negative,appear,-0.1758351
A particular person appeared to do a particular thing.,NP V to VP,positive,appear,-0.1758351
Someone sought for a particular thing to happen.,NP V for NP to VP,positive,seek,-0.1760222
Someone didn\'t seek for a particular thing to happen.,NP V for NP to VP,negative,seek,-0.1760222
Someone didn\'t stress for a particular thing to happen.,NP V for NP to VP,negative,stress,-0.17613553
Someone stressed for a particular thing to happen.,NP V for NP to VP,positive,stress,-0.17613553
Someone didn\'t promise a particular person to have a particular thing.,NP V NP to VP,negative,promise,-0.17812064
Someone promised a particular person to have a particular thing.,NP V NP to VP,positive,promise,-0.17812064
A particular person didn\'t proclaim to do a particular thing.,NP V to VP,negative,proclaim,-0.17873275
A particular person proclaimed to do a particular thing.,NP V to VP,positive,proclaim,-0.17873275
A particular person murmured to have a particular thing.,NP V to VP,positive,murmur,-0.17999882
A particular person didn\'t murmur to have a particular thing.,NP V to VP,negative,murmur,-0.17999882
Someone didn\'t chatter that a particular thing happened,NP V that S,negative,chatter,-0.18174808
Someone chattered that a particular thing happened,NP V that S,positive,chatter,-0.18174808
Someone ordained that a particular thing happened,NP V that S,positive,ordain,-0.1819013
Someone didn\'t ordain that a particular thing happened,NP V that S,negative,ordain,-0.1819013
A particular person was ordered to have a particular thing.,NP was Ved to VP,positive,order,-0.184291
A particular person wasn\'t ordered to have a particular thing.,NP was Ved to VP,negative,order,-0.184291
Someone didn\'t make out a particular person to have a particular thing.,NP V NP to VP,negative,make_out,-0.18475808
Someone made out a particular person to have a particular thing.,NP V NP to VP,positive,make_out,-0.18475808
Someone okayed a particular person to do a particular thing.,NP V NP to VP,positive,okay,-0.18688448
Someone didn\'t okay a particular person to do a particular thing.,NP V NP to VP,negative,okay,-0.18688448
A particular person was described to do a particular thing.,NP was Ved to VP,positive,describe,-0.18775761
A particular person wasn\'t described to do a particular thing.,NP was Ved to VP,negative,describe,-0.18775761
A particular person wasn\'t bullshitted to have a particular thing.,NP was Ved to VP,negative,bullshit,-0.1892668
A particular person was bullshitted to have a particular thing.,NP was Ved to VP,positive,bullshit,-0.1892668
A particular person didn\'t vote to have a particular thing.,NP V to VP,negative,vote,-0.1910847
A particular person voted to have a particular thing.,NP V to VP,positive,vote,-0.1910847
A particular person was sanctioned to do a particular thing.,NP was Ved to VP,positive,sanction,-0.19192162
A particular person wasn\'t sanctioned to do a particular thing.,NP was Ved to VP,negative,sanction,-0.19192162
A particular person didn\'t care to do a particular thing.,NP V to VP,negative,care,-0.19231413
A particular person cared to do a particular thing.,NP V to VP,positive,care,-0.19231413
Someone didn\'t discourage a particular person to do a particular thing.,NP V NP to VP,negative,discourage,-0.19525206
Someone discouraged a particular person to do a particular thing.,NP V NP to VP,positive,discourage,-0.19525206
Someone didn\'t mumble that a particular thing happened,NP V that S,negative,mumble,-0.19528274
Someone mumbled that a particular thing happened,NP V that S,positive,mumble,-0.19528274
Someone willed a particular person to have a particular thing.,NP V NP to VP,positive,will,-0.19533142
Someone didn\'t will a particular person to have a particular thing.,NP V NP to VP,negative,will,-0.19533142
Someone insisted for a particular thing to happen.,NP V for NP to VP,positive,insist,-0.19716415
Someone didn\'t insist for a particular thing to happen.,NP V for NP to VP,negative,insist,-0.19716415
A particular person was contemplated to have a particular thing.,NP was Ved to VP,positive,contemplate,-0.19747588
A particular person wasn\'t contemplated to have a particular thing.,NP was Ved to VP,negative,contemplate,-0.19747588
Someone okayed a particular person to have a particular thing.,NP V NP to VP,positive,okay,-0.19831958
Someone didn\'t okay a particular person to have a particular thing.,NP V NP to VP,negative,okay,-0.19831958
Someone taunted a particular person to do a particular thing.,NP V NP to VP,positive,taunt,-0.19884205
Someone didn\'t taunt a particular person to do a particular thing.,NP V NP to VP,negative,taunt,-0.19884205
A particular person wasn\'t taken to do a particular thing.,NP was Ved to VP,negative,take,-0.201615
A particular person was taken to do a particular thing.,NP was Ved to VP,positive,take,-0.201615
Someone checked for a particular thing to happen.,NP V for NP to VP,positive,check,-0.20343974
Someone didn\'t check for a particular thing to happen.,NP V for NP to VP,negative,check,-0.20343974
Someone coached a particular person to do a particular thing.,NP V NP to VP,positive,coach,-0.20392393
Someone didn\'t coach a particular person to do a particular thing.,NP V NP to VP,negative,coach,-0.20392393
A particular person didn\'t mumble to do a particular thing.,NP V to VP,negative,mumble,-0.20506753
A particular person mumbled to do a particular thing.,NP V to VP,positive,mumble,-0.20506753
Someone deduced that a particular thing happened,NP V that S,positive,deduce,-0.20507449
Someone didn\'t deduce that a particular thing happened,NP V that S,negative,deduce,-0.20507449
Someone reported a particular person to have a particular thing.,NP V NP to VP,positive,report,-0.20529613
Someone didn\'t report a particular person to have a particular thing.,NP V NP to VP,negative,report,-0.20529613
Someone told a particular person to have a particular thing.,NP V NP to VP,positive,tell,-0.20543662
Someone didn\'t tell a particular person to have a particular thing.,NP V NP to VP,negative,tell,-0.20543662
Someone dictated for a particular thing to happen.,NP V for NP to VP,positive,dictate,-0.2061579
Someone didn\'t dictate for a particular thing to happen.,NP V for NP to VP,negative,dictate,-0.2061579
A particular person was suspected to have a particular thing.,NP was Ved to VP,positive,suspect,-0.2062858
A particular person wasn\'t suspected to have a particular thing.,NP was Ved to VP,negative,suspect,-0.2062858
A particular person didn\'t meditate to do a particular thing.,NP V to VP,negative,meditate,-0.20661575
A particular person meditated to do a particular thing.,NP V to VP,positive,meditate,-0.20661575
A particular person gambled to do a particular thing.,NP V to VP,positive,gamble,-0.20662668
A particular person didn\'t gamble to do a particular thing.,NP V to VP,negative,gamble,-0.20662668
A particular person was reminded to do a particular thing.,NP was Ved to VP,positive,remind,-0.20787787
A particular person wasn\'t reminded to do a particular thing.,NP was Ved to VP,negative,remind,-0.20787787
Someone didn\'t rediscover that a particular thing happened,NP V that S,negative,rediscover,-0.20978735
Someone rediscovered that a particular thing happened,NP V that S,positive,rediscover,-0.20978735
A particular person protested to have a particular thing.,NP V to VP,positive,protest,-0.21262503
A particular person didn\'t protest to have a particular thing.,NP V to VP,negative,protest,-0.21262503
A particular person didn\'t assert to have a particular thing.,NP V to VP,negative,assert,-0.21370994
A particular person asserted to have a particular thing.,NP V to VP,positive,assert,-0.21370994
Someone didn\'t elect for a particular thing to happen.,NP V for NP to VP,negative,elect,-0.21908367
Someone elected for a particular thing to happen.,NP V for NP to VP,positive,elect,-0.21908367
A particular person was lauded to have a particular thing.,NP was Ved to VP,positive,laud,-0.21997704
